epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2841.91,0.58667,0.32084,0.81492,0.99126,0.95319,0.98054,0.76829,0.85155,0.4152,0.83557,0.0002279,0.0002279,0.0002279
181,2858.02,0.63757,0.33566,0.80863,0.98162,0.96639,0.98039,0.75913,0.87062,0.42094,0.83208,0.000218,0.000218,0.000218
182,2874.36,0.64278,0.34294,0.80558,0.99127,0.95444,0.9799,0.76606,0.87415,0.41686,0.84135,0.0002081,0.0002081,0.0002081
183,2891.52,0.61342,0.33141,0.80739,0.98732,0.95798,0.97927,0.77385,0.8687,0.41839,0.84944,0.0001982,0.0001982,0.0001982
184,2907.95,0.60522,0.32388,0.79969,0.98104,0.96639,0.98132,0.77198,0.87392,0.42264,0.8381,0.0001883,0.0001883,0.0001883
185,2924.52,0.64058,0.33196,0.82223,0.98034,0.95798,0.98146,0.76382,0.88241,0.4362,0.83608,0.0001784,0.0001784,0.0001784
186,2941.07,0.61095,0.32081,0.8001,0.98287,0.9645,0.98087,0.76956,0.87755,0.42981,0.8386,0.0001685,0.0001685,0.0001685
187,2956.35,0.65912,0.34801,0.82166,0.98209,0.95798,0.97908,0.77472,0.86834,0.4168,0.85662,0.0001586,0.0001586,0.0001586
188,2973.39,0.62999,0.33053,0.8087,0.98892,0.95798,0.97915,0.78029,0.85188,0.4016,0.86018,0.0001487,0.0001487,0.0001487
189,2988.54,0.66196,0.33659,0.82443,0.99128,0.95477,0.97904,0.77247,0.8655,0.417,0.84926,0.0001388,0.0001388,0.0001388
190,3005.57,0.63772,0.33679,0.80934,0.98055,0.95798,0.98115,0.77812,0.83973,0.41429,0.83574,0.0001289,0.0001289,0.0001289
191,3026.55,0.63048,0.34823,0.80021,0.98286,0.96371,0.97767,0.774,0.84174,0.41992,0.84846,0.000119,0.000119,0.000119
192,3044.69,0.62016,0.32532,0.80557,0.98257,0.96639,0.97695,0.77712,0.85572,0.40978,0.88926,0.0001091,0.0001091,0.0001091
193,3060.47,0.61103,0.33389,0.8061,0.98149,0.96639,0.97679,0.78251,0.85868,0.41145,0.90768,9.92e-05,9.92e-05,9.92e-05
194,3077.17,0.58689,0.31686,0.80763,0.97967,0.96639,0.97722,0.78354,0.86344,0.40589,0.90474,8.93e-05,8.93e-05,8.93e-05
195,3093.5,0.56832,0.31779,0.80031,0.98688,0.95798,0.97731,0.78061,0.85996,0.41005,0.90376,7.94e-05,7.94e-05,7.94e-05
196,3109,0.59548,0.31662,0.80241,0.98262,0.95798,0.97753,0.78584,0.86195,0.41072,0.90642,6.95e-05,6.95e-05,6.95e-05
197,3121.4,0.57767,0.31365,0.81289,0.98287,0.96444,0.97864,0.78776,0.8482,0.4011,0.90636,5.96e-05,5.96e-05,5.96e-05
198,3137.98,0.59143,0.32086,0.81064,0.9829,0.9659,0.97883,0.78803,0.84718,0.39385,0.90456,4.97e-05,4.97e-05,4.97e-05
199,3155.68,0.58194,0.32663,0.79924,0.98219,0.96639,0.97916,0.79029,0.83956,0.39459,0.90025,3.98e-05,3.98e-05,3.98e-05
200,3172.38,0.62372,0.33128,0.80544,0.98137,0.96639,0.97896,0.7897,0.84089,0.39249,0.90022,2.99e-05,2.99e-05,2.99e-05
